"No_";"Name";"Customer Posting Group";"Creation Date";"VIP";"Country_Region Code";"City";"BirthDate";"MaritalStatus";"Gender";"EmailAddress";"AnnualIncome";"TotalChildren";"EducationLevel";"Occupation";"HomeOwner"
"CLI0686";"DALTON PEREZ";"S_1";"9/20/2019 12:00:00 AM";0;"ES";"Santander";"4/4/1957";"M";"M";"dalton37@adventure-works.com";"$90,000";2;"Partial College";"Professional";"Y"
"CLI103";"JAN EDWARDS";"S_2";"3/26/2021 12:00:00 AM";0;"PE";"Cusco";"10/21/1975";"M";"F";"jan11@adventure-works.com";"$40,000";0;"High School";"Skilled Manual";"Y"
"CLI105";"TANYA MORENO";"S_2";"4/6/2020 12:00:00 AM";0;"PE";"Iquitos";"11/9/1938";"S";"F";"tanya2@adventure-works.com";"$30,000";2;"Partial College";"Clerical";"N"
"CLI106";"KARLA GOEL";"S_2";"9/25/2019 12:00:00 AM";0;"TR";"Ankara";"8/26/1939";"S";"F";"karla20@adventure-works.com";"$40,000";2;"Bachelors";"Management";"Y"
"CLI107";"MELINDA GILL";"S_2";"5/22/2014 12:00:00 AM";0;"CY";"Nicosia";"2/25/1942";"S";"F";"melinda9@adventure-works.com";"$60,000";2;"Graduate Degree";"Management";"N"
"CLI108";"MEGAN WALKER";"S_2";"7/2/2020 12:00:00 AM";0;"PE";"Chiclayo";"8/21/1976";"S";"F";"megan25@adventure-works.com";"$40,000";0;"Partial College";"Skilled Manual";"Y"
"CLI110";"BRIANNA HUGHES";"S_2";"5/17/2021 12:00:00 AM";0;"LK";"Dambulla";"9/17/1975";"S";"F";"brianna57@adventure-works.com";"$40,000";0;"High School";"Skilled Manual";"N"
"CLI111";"JOCELYN ALEXANDER";"S_2";"5/22/2014 12:00:00 AM";0;"LK";"Negombo";"7/18/1973";"M";"F";"jocelyn18@adventure-works.com";"$60,000";0;"Partial College";"Skilled Manual";"N"
"CLI112";"JONATHAN HILL";"S_2";"5/22/2014 12:00:00 AM";0;"PE";"Piura";"10/9/1967";"S";"M";"jonathan43@adventure-works.com";"$100,000";1;"Bachelors";"Management";"Y"
"CLI113";"LUIS WANG";"S_2";"1/31/2020 12:00:00 AM";0;"BR";"Curitiba";"3/5/1963";"S";"M";"luis24@adventure-works.com";"$70,000";0;"Partial College";"Skilled Manual";"Y"
"CLI114";"ASHLEY HENDERSON";"S_2";"5/22/2014 12:00:00 AM";0;"NG";"Enugu";"10/8/1944";"S";"F";"ashley31@adventure-works.com";"$70,000";4;"Bachelors";"Management";"Y"
"CLI118";"CHLOE CAMPBELL";"S_2";"4/17/2020 12:00:00 AM";0;"LK";"Merissa";"11/5/1949";"M";"F";"chloe4@adventure-works.com";"$40,000";2;"High School";"Professional";"Y"
"CLI119";"ANA PERRY";"S_2";"1/14/2015 12:00:00 AM";0;"NG";"Ibadán";"6/21/1950";"M";"F";"ana7@adventure-works.com";"$40,000";2;"Partial High School";"Skilled Manual";"Y"
"CLI120";"CHARLES COOK";"S_2";"5/22/2014 12:00:00 AM";0;"NG";"Abeokuta";"12/2/1950";"M";"M";"charles69@adventure-works.com";"$60,000";2;"High School";"Professional";"Y"
"CLI43031998";"CHRISTIAN WALKER";"S_2";"11/12/2018 12:00:00 AM";0;"ES";"Alcalá de Henares";"8/13/1963";"M";"M";"christian44@adventure-works.com";"$60,000";4;"Bachelors";"Professional";"Y"
"CLI43056125";"ISAIAH RAMIREZ";"S_2";"5/20/2020 12:00:00 AM";0;"CZ";"Praga";"6/16/1969";"S";"M";"isaiah6@adventure-works.com";"$110,000";1;"Graduate Degree";"Management";"Y"
"CLI43056130";"GABRIELLA SANDERS";"S_2";"3/16/2016 12:00:00 AM";0;"CZ";"Brno";"2/18/1967";"M";"F";"gabriella1@adventure-works.com";"$80,000";5;"Graduate Degree";"Management";"Y"
"CLI43056185";"SARAH GARCIA";"S_2";"11/12/2015 12:00:00 AM";0;"CZ";"Brno";"9/8/1967";"S";"F";"sarah18@adventure-works.com";"$80,000";5;"Graduate Degree";"Management";"Y"
"CLI43056187";"RAFAEL TANG";"S_2";"5/22/2014 12:00:00 AM";0;"CZ";"Praga";"7/11/1966";"S";"M";"rafael27@adventure-works.com";"$80,000";5;"Graduate Degree";"Management";"Y"
"CLI43056200";"NICHOLE SHE";"S_2";"3/7/2017 12:00:00 AM";0;"CZ";"Praga";"2/10/1966";"M";"F";"nichole0@adventure-works.com";"$80,000";5;"Graduate Degree";"Management";"N"
"CLI43056210";"JACLYN ZHENG";"S_2";"6/1/2020 12:00:00 AM";0;"CZ";"Brno";"6/12/1966";"M";"F";"jaclyn21@adventure-works.com";"$80,000";5;"Graduate Degree";"Management";"Y"
"CLI43060160";"REBECCA ROBINSON";"S_2";"6/6/2014 12:00:00 AM";0;"BA";"Mostar";"6/11/1965";"M";"F";"rebecca3@adventure-works.com";"$60,000";3;"Bachelors";"Professional";"Y"
"CLI43065065";"ROY SANZ";"S_2";"3/15/2021 12:00:00 AM";1;"CY";"Nicosia";"10/22/1965";"S";"M";"roy40@adventure-works.com";"$70,000";0;"Bachelors";"Professional";"Y"
"CLI43067020";"WARREN ANDERSEN";"S_2";"4/6/2018 12:00:00 AM";0;"BF";"Banfora";"2/18/1964";"M";"M";"warren2@adventure-works.com";"$60,000";4;"Bachelors";"Professional";"Y"
"CLI43067030";"ADRIENNE GOMEZ";"S_2";"5/22/2014 12:00:00 AM";0;"BF";"Bobo-Dioulasso";"2/28/1964";"S";"F";"adrienne1@adventure-works.com";"$60,000";4;"Bachelors";"Professional";"Y"
"CLI43071060";"JAMES DAVIS";"S_2";"5/22/2014 12:00:00 AM";0;"FI";"Turku";"8/20/1968";"S";"M";"james80@adventure-works.com";"$90,000";4;"Partial College";"Skilled Manual";"N"
"CLI43071210";"SARAH BRYANT";"S_2";"5/22/2014 12:00:00 AM";0;"FI";"Espoo";"10/23/1979";"M";"F";"sarah42@adventure-works.com";"$60,000";0;"Partial College";"Skilled Manual";"N"
"CLI43072055";"IAN LONG";"S_2";"4/1/2019 12:00:00 AM";0;"GH";"Acra";"10/25/1979";"S";"M";"ian50@adventure-works.com";"$60,000";0;"Partial College";"Skilled Manual";"N"
"CLI43074050";"ASHLEE JAI";"S_2";"6/3/2014 12:00:00 AM";0;"HR";"Pula";"11/6/1978";"S";"F";"ashlee18@adventure-works.com";"$40,000";0;"Partial College";"Skilled Manual";"Y"
"CLI43077025";"JACLYN NARA";"S_2";"5/22/2014 12:00:00 AM";0;"IS";"Akranes";"5/4/1947";"M";"F";"jaclyn40@adventure-works.com";"$20,000";4;"High School";"Skilled Manual";"N"
"CLI43077050";"MARCUS ADAMS";"S_2";"1/13/2015 12:00:00 AM";0;"IS";"Akureyri";"11/13/1978";"S";"M";"marcus34@adventure-works.com";"$70,000";0;"Partial College";"Skilled Manual";"Y"
"CLI43077105";"ELIZABETH COLEMAN";"S_2";"3/28/2019 12:00:00 AM";0;"IS";"Borganes";"8/11/1978";"M";"F";"elizabeth35@adventure-works.com";"$70,000";0;"Partial College";"Skilled Manual";"N"
"CLI43077110";"MATHEW RUBIO";"S_2";"4/20/2021 12:00:00 AM";0;"IS";"Höfn";"3/4/1977";"S";"M";"mathew17@adventure-works.com";"$40,000";0;"Partial High School";"Clerical";"N"
"CLI43077120";"JUSTIN SHAN";"S_2";"1/28/2015 12:00:00 AM";0;"IS";"Húsavik";"10/14/1977";"S";"M";"justin27@adventure-works.com";"$40,000";0;"Partial High School";"Clerical";"Y"
"CLI43077180";"DEVIN PEREZ";"S_2";"5/22/2014 12:00:00 AM";0;"IS";"Vik i Mýrdal";"6/5/1977";"M";"M";"devin35@adventure-works.com";"$30,000";0;"Partial College";"Skilled Manual";"N"
"CLI43077185";"SETH ALEXANDER";"S_2";"11/13/2014 12:00:00 AM";0;"IS";"Selfoss";"9/21/1977";"M";"M";"seth67@adventure-works.com";"$60,000";0;"Partial College";"Skilled Manual";"Y"
"CLI43087150";"RACHAEL RODRIGUEZ";"S_2";"1/4/2021 12:00:00 AM";1;"PE";"Cajamarca";"10/15/1950";"S";"F";"rachael18@adventure-works.com";"$30,000";3;"Partial College";"Clerical";"N"
"CLI43089060";"DYLAN LAL";"S_2";"1/13/2015 12:00:00 AM";0;"FR";"Paris";"1/6/1973";"S";"M";"dylan28@adventure-works.com";"$70,000";0;"Partial College";"Professional";"Y"
"CLI43091030";"ALEXANDRA ROBERTS";"S_2";"7/3/2019 12:00:00 AM";0;"SD";"El Obeid";"11/28/1976";"S";"F";"alexandra47@adventure-works.com";"$60,000";0;"Partial College";"Professional";"N"
"CLI43099010";"AUDREY RAMOS";"S_2";"5/22/2014 12:00:00 AM";0;"PT";"Lisboa";"5/26/1959";"S";"F";"audrey19@adventure-works.com";"$120,000";1;"Bachelors";"Management";"N"
"CLI43099160";"ALEXANDRIA HOWARD";"S_2";"5/20/2020 12:00:00 AM";0;"LT";"Palanga";"2/3/1957";"S";"F";"alexandria33@adventure-works.com";"$60,000";2;"High School";"Professional";"N"
"CLI43099200";"ALEXANDRA FOSTER";"S_2";"5/14/2021 12:00:00 AM";0;"IR";"Tabriz";"4/4/1957";"S";"F";"alexandra37@adventure-works.com";"$60,000";2;"High School";"Professional";"Y"
"CLI43099225";"CHERYL ORTEGA";"S_2";"7/11/2019 12:00:00 AM";0;"ES";"Teruel";"2/27/1957";"M";"F";"cheryl24@adventure-works.com";"$70,000";3;"Partial College";"Professional";"Y"
"CLI43099320";"ALEX CAMPBELL";"S_2";"4/29/2021 12:00:00 AM";0;"LV";"Riga";"6/6/1957";"M";"M";"alex35@adventure-works.com";"$80,000";2;"Bachelors";"Management";"Y"
"CLI43099570";"MAX ALVAREZ";"S_2";"7/2/2019 12:00:00 AM";0;"RS";"Valjevo";"7/24/1963";"S";"M";"max5@adventure-works.com";"$70,000";0;"Bachelors";"Professional";"Y"
"CLI43099600";"DIANE VAZQUEZ";"S_2";"5/22/2014 12:00:00 AM";0;"MO";"Rabat";"11/27/1967";"M";"F";"diane19@adventure-works.com";"$90,000";4;"Bachelors";"Professional";"Y"
"CLI43099630";"KATHRYN CHAPMAN";"S_2";"1/13/2015 12:00:00 AM";0;"BR";"Recife";"8/20/1962";"S";"F";"kathryn14@adventure-works.com";"$70,000";1;"Partial College";"Skilled Manual";"Y"
"CLI43099640";"KARA ANAND";"S_2";"4/9/2021 12:00:00 AM";0;"BR";"Recife";"3/28/1962";"S";"F";"kara20@adventure-works.com";"$70,000";1;"Partial College";"Skilled Manual";"Y"
"CLI43099700";"JOANNA VAZQUEZ";"S_2";"2/10/2017 12:00:00 AM";0;"CO";"Medellin";"7/15/1962";"S";"F";"joanna13@adventure-works.com";"$70,000";1;"Partial College";"Skilled Manual";"Y"
"CLI43099720";"FREDERICK MARTINEZ";"S_2";"5/22/2014 12:00:00 AM";0;"CO";"Cartagena";"8/10/1962";"M";"M";"frederick14@adventure-works.com";"$60,000";1;"Bachelors";"Professional";"Y"
"CLI1017";"ORLANDO SUAREZ";"S_2";"9/25/2019 12:00:00 AM";0;"TR";"Esmirna";"11/18/1960";"M";"M";"orlando19@adventure-works.com";"$70,000";5;"Partial College";"Skilled Manual";"Y"
"CLI1019";"BYRON VAZQUEZ";"S_2";"5/22/2014 12:00:00 AM";0;"NG";"Warri";"4/2/1960";"M";"M";"byron9@adventure-works.com";"$70,000";5;"Partial College";"Skilled Manual";"Y"
"CLI1021";"PHILIP ALVAREZ";"S_2";"5/22/2014 12:00:00 AM";0;"RS";"Kraljevo";"6/20/1960";"M";"M";"philip4@adventure-works.com";"$70,000";5;"Partial College";"Skilled Manual";"Y"
"CLI1025";"SHAUN CARSON";"S_2";"5/22/2014 12:00:00 AM";0;"FI";"Lahti";"4/7/1949";"M";"M";"shaun16@adventure-works.com";"$10,000";2;"High School";"Skilled Manual";"N"
"CLI1034";"JULIA WRIGHT";"S_2";"7/3/2019 12:00:00 AM";0;"SG";"Tengah";"8/5/1975";"S";"F";"julia17@adventure-works.com";"$40,000";0;"High School";"Skilled Manual";"Y"
"CLI1040";"LARRY TOWNSEND";"S_2";"1/18/2017 12:00:00 AM";0;"LK";"Matara";"2/26/1946";"S";"M";"larry14@adventure-works.com";"$10,000";5;"High School";"Skilled Manual";"Y"
"CLI1042";"BRIANNA MORGAN";"S_2";"5/26/2021 12:00:00 AM";0;"LK";"Ella";"10/26/1978";"S";"F";"brianna30@adventure-works.com";"$40,000";0;"High School";"Skilled Manual";"N"
"CLI1057";"EDWARD HERNANDEZ";"S_2";"5/22/2014 12:00:00 AM";0;"RS";"Subótica";"9/9/1979";"S";"M";"edward48@adventure-works.com";"$40,000";0;"High School";"Skilled Manual";"N"
"CLI1059";"JASMINE COLEMAN";"S_2";"2/4/2020 12:00:00 AM";0;"AE";"Sarja";"12/8/1979";"S";"F";"jasmine46@adventure-works.com";"$40,000";0;"High School";"Skilled Manual";"N"
"CLI1071";"JAMES WILLIAMS";"S_2";"1/21/2020 12:00:00 AM";0;"RO";"Oradea";"1/10/1976";"S";"M";"james77@adventure-works.com";"$40,000";0;"High School";"Skilled Manual";"Y"
"CLI1104";"CHASE COX";"S_2";"1/16/2015 12:00:00 AM";0;"RS";"Belgrado";"3/5/1974";"S";"M";"chase10@adventure-works.com";"$40,000";0;"Partial College";"Skilled Manual";"Y"
"CLI1106";"GABRIEL WANG";"S_2";"2/4/2015 12:00:00 AM";0;"CO";"Santa Marta";"12/20/1974";"M";"M";"gabriel21@adventure-works.com";"$40,000";0;"Partial College";"Skilled Manual";"Y"
"CLI1121";"GABRIELLE ADAMS";"S_2";"1/25/2018 12:00:00 AM";0;"GH";"Kumasi";"11/21/1967";"M";"F";"gabrielle58@adventure-works.com";"$100,000";1;"Bachelors";"Management";"Y"
"CLI1124";"SARAH THOMAS";"S_2";"5/22/2014 12:00:00 AM";0;"RS";"Vranje";"9/1/1967";"S";"F";"sarah13@adventure-works.com";"$110,000";0;"Graduate Degree";"Management";"N"
"CLI1128";"NICHOLAS ROBINSON";"S_2";"7/3/2019 12:00:00 AM";0;"BA";"Bania Luka";"7/13/1967";"M";"M";"nicholas19@adventure-works.com";"$110,000";0;"Graduate Degree";"Management";"Y"
"CLI1132";"JOSE FLORES";"S_2";"1/12/2016 12:00:00 AM";0;"FI";"Vantaa";"7/4/1942";"M";"M";"jose6@adventure-works.com";"$110,000";2;"Graduate Degree";"Management";"Y"
"CLI1145";"CATHERINE MORRIS";"S_2";"5/22/2014 12:00:00 AM";0;"FR";"Paris";"9/6/1944";"M";"F";"catherine16@adventure-works.com";"$60,000";4;"Graduate Degree";"Management";"N"
"CLI1155";"ALFREDO ROMERO";"S_2";"3/17/2021 12:00:00 AM";0;"AE";"Ras al-Jaima";"6/7/1946";"M";"M";"alfredo10@adventure-works.com";"$60,000";5;"Bachelors";"Management";"Y"
"CLI1156";"ANDREA MORRIS";"S_2";"5/22/2014 12:00:00 AM";0;"CZ";"Praga";"6/18/1946";"M";"F";"andrea18@adventure-works.com";"$70,000";3;"Bachelors";"Management";"N"
"CLI1165";"ABBY FERNANDEZ";"S_2";"7/17/2014 12:00:00 AM";0;"MD";"Soroca";"7/24/1948";"M";"F";"abby13@adventure-works.com";"$40,000";2;"High School";"Professional";"Y"
"CLI1263";"CLARENCE ANAND";"S_2";"5/22/2014 12:00:00 AM";0;"BF";"Bobo-Dioulasso";"9/23/1958";"S";"M";"clarence36@adventure-works.com";"$130,000";2;"Bachelors";"Management";"N"
"CLI1268";"ANNE HERNANDEZ";"S_2";"6/10/2019 12:00:00 AM";0;"AU";"Sidney";"12/11/1958";"M";"F";"anne4@adventure-works.com";"$160,000";2;"Partial College";"Professional";"Y"
"CLI1275";"ALEXIS COLEMAN";"S_2";"5/22/2014 12:00:00 AM";0;"IS";"Dalvik";"11/26/1957";"S";"F";"alexis28@adventure-works.com";"$170,000";2;"Bachelors";"Management";"N"
"CLI1285";"TRISTAN ALEXANDER";"S_2";"5/22/2014 12:00:00 AM";0;"BR";"Curitiba";"3/26/1955";"M";"M";"tristan19@adventure-works.com";"$110,000";3;"Partial College";"Professional";"Y"
"CLI1294";"XAVIER LONG";"S_2";"6/16/2014 12:00:00 AM";0;"FI";"Kemi";"7/4/1932";"S";"M";"xavier51@adventure-works.com";"$30,000";4;"High School";"Professional";"N"
"CLI1320";"STEPHANIE COLLINS";"S_2";"7/31/2015 12:00:00 AM";0;"CZ";"Brno";"4/24/1965";"M";"F";"stephanie52@adventure-works.com";"$130,000";1;"Graduate Degree";"Management";"Y"
"CLI1326";"TRINITY RICHARDSON";"S_2";"5/22/2014 12:00:00 AM";0;"NG";"Kaduna";"9/11/1964";"M";"F";"trinity9@adventure-works.com";"$90,000";5;"Partial College";"Professional";"Y"
"CLI1334";"DAVID DIAZ";"S_2";"1/13/2015 12:00:00 AM";0;"BA";"Zenica";"10/2/1964";"S";"M";"david55@adventure-works.com";"$120,000";4;"Partial College";"Professional";"Y"
"CLI1354";"JONATHAN PHILLIPS";"S_2";"10/15/2018 12:00:00 AM";0;"GH";"Wa";"8/20/1963";"S";"M";"jonathan35@adventure-works.com";"$90,000";0;"Partial College";"Professional";"N"
"CLI1357";"ROBERT COLLINS";"S_2";"1/8/2021 12:00:00 AM";0;"NG";"Aba";"8/21/1963";"M";"M";"robert45@adventure-works.com";"$90,000";0;"Partial College";"Professional";"Y"
"CLI1358";"MEGAN BARNES";"S_2";"1/28/2021 12:00:00 AM";0;"CZ";"Brno";"10/10/1963";"S";"F";"megan53@adventure-works.com";"$110,000";4;"Bachelors";"Management";"Y"
"CLI1363";"JEREMY ANDERSON";"S_2";"5/22/2014 12:00:00 AM";0;"CZ";"Brno";"3/19/1962";"M";"M";"jeremy2@adventure-works.com";"$120,000";1;"Partial College";"Professional";"N"
"CLI1373";"KATELYN SANCHEZ";"S_2";"11/20/2019 12:00:00 AM";0;"TR";"Estambul";"8/18/1961";"M";"F";"katelyn26@adventure-works.com";"$130,000";1;"Bachelors";"Management";"Y"
"CLI1375";"SETH PHILLIPS";"S_2";"11/30/2020 12:00:00 AM";0;"PE";"Callao";"11/5/1961";"S";"M";"seth42@adventure-works.com";"$150,000";1;"Partial College";"Professional";"N"
"CLI1380";"LUKE LONG";"S_2";"7/3/2019 12:00:00 AM";0;"PE";"Huancayo";"5/27/1955";"S";"M";"luke28@adventure-works.com";"$60,000";2;"High School";"Professional";"N"
"CLI1386";"ORLANDO VAZQUEZ";"S_2";"7/3/2019 12:00:00 AM";0;"ES";"Jaén";"4/1/1936";"M";"M";"orlando14@adventure-works.com";"$70,000";4;"Graduate Degree";"Management";"Y"
"CLI1393";"MICAH ZHOU";"S_2";"5/22/2014 12:00:00 AM";0;"FI";"Pori";"6/22/1960";"M";"M";"micah19@adventure-works.com";"$110,000";3;"Partial College";"Professional";"N"
"CLI1394";"HUNTER RODRIGUEZ";"S_2";"5/22/2014 12:00:00 AM";0;"RS";"Petrovaradin";"11/4/1954";"M";"M";"hunter53@adventure-works.com";"$80,000";2;"Partial High School";"Skilled Manual";"Y"
"CLI1401";"SARA RICHARDSON";"S_2";"12/21/2020 12:00:00 AM";1;"PE";"Lima";"4/3/1953";"S";"F";"sara10@adventure-works.com";"$70,000";3;"Graduate Degree";"Management";"Y"
"CLI1407";"HAILEY WARD";"S_2";"4/9/2021 12:00:00 AM";0;"BR";"Belém";"10/1/1953";"S";"F";"hailey12@adventure-works.com";"$70,000";3;"Graduate Degree";"Management";"N"
"CLI1408";"LUKE ALLEN";"S_2";"5/22/2014 12:00:00 AM";0;"AE";"Ajmán";"11/17/1953";"M";"M";"luke52@adventure-works.com";"$60,000";3;"Graduate Degree";"Management";"Y"
"CLI1410";"JESSICA WILSON";"S_2";"6/1/2020 12:00:00 AM";0;"LK";"Matale";"10/26/1952";"S";"F";"jessica54@adventure-works.com";"$40,000";3;"Partial College";"Professional";"N"
"CLI1416";"ZACHARY ANDERSON";"S_2";"1/14/2015 12:00:00 AM";0;"LK";"Tangalle";"5/14/1939";"M";"M";"zachary39@adventure-works.com";"$90,000";5;"Bachelors";"Management";"Y"
"CLI1417";"ELIJAH ROSS";"S_2";"7/18/2019 12:00:00 AM";0;"PE";"Ica";"7/2/1939";"S";"M";"elijah7@adventure-works.com";"$90,000";5;"Bachelors";"Management";"Y"
"CLI1427";"CARLA RAMAN";"S_2";"7/3/2019 12:00:00 AM";0;"PE";"Tumbes";"6/24/1961";"M";"F";"carla14@adventure-works.com";"$10,000";1;"Bachelors";"Manual";"Y"
"CLI1432";"MELODY MUNOZ";"S_2";"5/30/2019 12:00:00 AM";0;"CZ";"Praga";"4/6/1936";"M";"F";"melody8@adventure-works.com";"$10,000";1;"Graduate Degree";"Clerical";"Y"
"CLI1434";"MARSHALL WANG";"S_2";"7/13/2017 12:00:00 AM";0;"CZ";"Pilsen";"3/11/1962";"M";"M";"marshall0@adventure-works.com";"$30,000";5;"Graduate Degree";"Clerical";"Y"
"CLI1436";"ARTHUR CARLSON";"S_2";"5/22/2014 12:00:00 AM";0;"PE";"Juliaca";"9/13/1958";"M";"M";"arthur41@adventure-works.com";"$10,000";1;"Bachelors";"Manual";"Y"
"CLI1440";"ROY NAVARRO";"S_2";"2/17/2015 12:00:00 AM";0;"FI";"Vaasa";"12/23/1955";"M";"M";"roy30@adventure-works.com";"$10,000";2;"Partial College";"Manual";"Y"
"CLI1446";"CARRIE ORTEGA";"S_2";"5/22/2014 12:00:00 AM";0;"FI";"Rauma";"6/11/1941";"S";"F";"carrie19@adventure-works.com";"$30,000";1;"Bachelors";"Clerical";"Y"
"CLI1447";"DEANNA SUAREZ";"S_2";"5/22/2014 12:00:00 AM";0;"IS";"Árbog";"2/23/1942";"M";"F";"deanna45@adventure-works.com";"$20,000";1;"Partial College";"Manual";"Y"
"CLI1456";"CINDY RAMOS";"S_2";"5/22/2014 12:00:00 AM";0;"EC";"Cuenca";"4/28/1977";"M";"F";"cindy22@adventure-works.com";"$10,000";0;"High School";"Manual";"Y"
"CLI1458";"JULIAN ROSS";"S_2";"5/22/2014 12:00:00 AM";0;"CZ";"Pilsen";"10/20/1977";"S";"M";"julian5@adventure-works.com";"$10,000";0;"High School";"Manual";"N"
"CLI1462";"EDWARD MILLER";"S_2";"5/22/2014 12:00:00 AM";0;"AU";"Perth";"11/25/1978";"S";"M";"edward28@adventure-works.com";"$10,000";1;"High School";"Manual";"N"
"CLI1464";"ALICIA XU";"S_2";"5/22/2014 12:00:00 AM";0;"PE";"Pucallpa";"4/1/1978";"M";"F";"alicia3@adventure-works.com";"$20,000";0;"Bachelors";"Clerical";"Y"
"CLI1467";"CARLY LUO";"S_2";"5/22/2014 12:00:00 AM";0;"PE";"Ayacucho";"9/20/1943";"M";"F";"carly5@adventure-works.com";"$30,000";1;"Bachelors";"Clerical";"Y"
"CLI1471";"LANCE VAZQUEZ";"S_2";"5/22/2014 12:00:00 AM";0;"CZ";"Ostrava";"6/10/1943";"S";"M";"lance14@adventure-works.com";"$40,000";1;"Graduate Degree";"Clerical";"Y"
"CLI1472";"DAVID ROBINETT";"S_2";"1/13/2015 12:00:00 AM";0;"CZ";"Pilsen";"2/23/1961";"M";"M";"david22@adventure-works.com";"$30,000";4;"Graduate Degree";"Clerical";"Y"
"CLI1475";"MITCHELL KUMAR";"S_2";"5/22/2014 12:00:00 AM";0;"GR";"El Pireo";"3/2/1959";"S";"M";"mitchell7@adventure-works.com";"$20,000";2;"Partial College";"Manual";"Y"
"CLI1477";"EDWARD PATTERSON";"S_2";"5/22/2014 12:00:00 AM";0;"SG";"Paya Lebar";"1/19/1958";"M";"M";"edward59@adventure-works.com";"$20,000";2;"Partial College";"Manual";"Y"
"CLI1481";"JOSEPH MARTIN";"S_2";"4/10/2017 12:00:00 AM";0;"LT";"Druskininkai";"7/24/1959";"M";"M";"joseph21@adventure-works.com";"$40,000";3;"Graduate Degree";"Clerical";"Y"
"CLI1484";"LINDSAY XIE";"S_2";"11/9/2020 12:00:00 AM";0;"TR";"Estambul";"12/27/1970";"S";"F";"lindsay3@adventure-works.com";"$10,000";2;"High School";"Manual";"Y"
"CLI1487";"GEORGE MCDONALD";"S_2";"5/22/2014 12:00:00 AM";0;"DE";"Colonia";"10/23/1969";"S";"M";"george13@adventure-works.com";"$10,000";2;"High School";"Manual";"Y"
"CLI1495";"FRANKLIN RAJI";"S_2";"11/10/2014 12:00:00 AM";0;"FI";"Hanko";"4/19/1969";"S";"M";"franklin38@adventure-works.com";"$40,000";0;"Graduate Degree";"Clerical";"Y"
"CLI1498";"KELLI CAI";"S_2";"3/1/2017 12:00:00 AM";0;"EC";"Loja";"11/20/1969";"M";"F";"kelli21@adventure-works.com";"$40,000";0;"Graduate Degree";"Clerical";"Y"
"CLI1507";"DEVIN ROSS";"S_2";"5/22/2014 12:00:00 AM";0;"EC";"Manta";"2/12/1954";"M";"M";"devin69@adventure-works.com";"$80,000";3;"Partial College";"Professional";"N"
"CLI1509";"MEGAN STEWART";"S_2";"1/28/2021 12:00:00 AM";1;"CZ";"Praga";"4/15/1954";"M";"F";"megan27@adventure-works.com";"$80,000";4;"Partial College";"Professional";"N"
"CLI1511";"IAN RICHARDSON";"S_2";"1/8/2021 12:00:00 AM";0;"FR";"Paris";"3/18/1954";"S";"M";"ian76@adventure-works.com";"$80,000";4;"Partial College";"Professional";"Y"
"CLI1518";"AMY SUN";"S_2";"5/22/2014 12:00:00 AM";0;"FI";"Kemi";"7/19/1946";"M";"F";"amy19@adventure-works.com";"$110,000";3;"Bachelors";"Management";"Y"
"CLI1522";"ARIANA GRAY";"S_2";"7/9/2014 12:00:00 AM";0;"LK";"Unawatuna";"8/6/1954";"M";"F";"ariana5@adventure-works.com";"$90,000";4;"High School";"Professional";"Y"
"CLI1523";"KRISTOPHER MEHTA";"S_2";"5/22/2014 12:00:00 AM";0;"ES";"León";"10/2/1953";"M";"M";"kristopher12@adventure-works.com";"$110,000";3;"Bachelors";"Management";"Y"
"CLI1526";"MARCO LOPEZ";"S_2";"5/22/2014 12:00:00 AM";0;"EC";"Ibarra";"7/16/1952";"M";"M";"marco17@adventure-works.com";"$80,000";4;"Partial College";"Professional";"Y"
"CLI1529";"DOMINIQUE PRASAD";"S_2";"1/25/2018 12:00:00 AM";0;"GH";"Teshie";"9/11/1951";"M";"F";"dominique7@adventure-works.com";"$80,000";4;"High School";"Professional";"Y"
"CLI1530";"MAURICE SHAN";"S_2";"2/10/2015 12:00:00 AM";0;"RS";"Sombor";"9/2/1951";"M";"M";"maurice11@adventure-works.com";"$80,000";5;"High School";"Professional";"N"
"CLI1531";"ANDRE LOPEZ";"S_2";"1/25/2018 12:00:00 AM";0;"GH";"Ashaiman";"5/6/1951";"M";"M";"andre16@adventure-works.com";"$170,000";5;"Partial College";"Professional";"Y"
"CLI1532";"ROBIN ROMERO";"S_2";"5/22/2014 12:00:00 AM";0;"LK";"Haputale";"3/6/1950";"S";"F";"robin5@adventure-works.com";"$100,000";3;"Partial College";"Management";"Y"
"CLI1533";"TAYLOR COX";"S_2";"5/22/2014 12:00:00 AM";0;"PE";"Puno";"9/18/1950";"M";"F";"taylor13@adventure-works.com";"$160,000";3;"Partial College";"Management";"N"
"CLI1535";"JENNY NARA";"S_2";"2/18/2020 12:00:00 AM";0;"RS";"Pancevo";"10/14/1949";"M";"F";"jenny39@adventure-works.com";"$130,000";4;"High School";"Management";"Y"
"CLI1536";"JANET MUNOZ";"S_2";"7/11/2019 12:00:00 AM";0;"EC";"Tena";"5/17/1948";"M";"F";"janet12@adventure-works.com";"$90,000";4;"High School";"Management";"N"
"CLI1537";"SERGIO WEBER";"S_2";"1/16/2015 12:00:00 AM";0;"PT";"Oporto";"9/27/1947";"M";"M";"sergio4@adventure-works.com";"$80,000";5;"Partial High School";"Skilled Manual";"N"
